index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
126,60002326,B2B,ST,KVMB,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Tp. Thanh Hóa,THA,,,1,2013,,,,a51f05611,customer1603
127,60002975,B2B,ST,KVMTR,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Đồng Hới,QBH,,,1,2016,,,,1e8f8f92b,customer920
128,60003003,B2B,ST,KVMTR,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,TT hành chính kinh tế,CNMTR-TN,Q. Hải Châu,ĐNG,,,4,2016,1,2020,,c3b5367be,customer949
129,60003135,B2B,ST,KVMTR,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMTR-TN,Tx. Đức Phổ,QNI,,,12,2016,,,,d50493f15,customer1814
130,60000681,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Long Xuyên,AGG,,,10,2010,,,,39c657c4d,customer2031
131,60000743,B2B,ST,KVMT,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,TT hành chính kinh tế,CNMT,Q. Ninh kiều,CTƠ,,,10,2010,,,,54e7ec0c1,customer649
132,60000811,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Vị Thanh,HGG,,,10,2010,,,,a3095fd10,customer1125
133,60000837,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Rạch Giá,KGG,,,10,2010,,,,83712a69a,customer748
134,60000909,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Vĩnh Long,VLG,,,10,2010,,,,2a324efed,customer1797
135,60002157,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Trà Vinh,TVH,,,12,2011,,,,fea9c0a58,customer1224
136,60002166,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Bạc Liêu,BLU,,,12,2011,,,,0a91adadb,customer1567
137,60002229,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Cà Mau,CMU,,,6,2012,,,,add5f7219,customer1887
138,60002230,B2B,ST,KVMT,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Q. Cái Răng,CTƠ,,,5,2012,,,,591b4fb52,customer1779
139,60002440,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Rạch Giá,KGG,,,10,2013,,,,ef3aa7017,customer1131
140,60002715,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Cao Lãnh,ĐTP,,,12,2014,,,,173b388fd,customer530
141,60003011,B2B,ST,KVMT,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,TT hành chính kinh tế,CNMT,Q. Ninh Kiều,CTƠ,,,3,2016,1,2020,,53afba329,customer1568
142,60003061,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Sa Đéc,ĐTP,,,6,2016,,,,a9535eeb3,customer977
143,60003110,B2B,ST,KVMT,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Q. Thốt Nốt,CTƠ,,,11,2016,,,,409f63b8f,customer806
144,60003132,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Châu Đốc,AGG,,,12,2016,,,,6877d8d37,customer1934
145,60003320,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMT,Tx. Hồng Ngự,ĐTP,,,1,2018,,,,294218dec,customer1684
146,60003321,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Rạch Giá,KGG,,,1,2018,1,2020,,48d19098c,customer1336
147,60003471,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMT,Tx. Tân Châu,AGG,,,8,2018,,,,b20fb8890,customer1488
148,60003497,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMT,Tx. Duyên Hải,TVH,,,10,2018,,,,8c8eebf81,customer909
149,60003550,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMT,H. Tiểu Cần,TVH,,,12,2018,,,,34cea829f,customer618
150,60000924,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,,,10,2010,,,,132aaf734,customer551
151,60000928,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Tuy Hòa,PYN,,,10,2010,,,,7d65fa508,customer855
152,60001143,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Phan Rang-Tháp Chàm,NTN,,,10,2010,,,,3accc8a74,customer1823
153,60001194,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Quy Nhơn,BĐH,,,11,2010,,,,f8362c7dd,customer225
154,60002015,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Pleiku,GLI,,,4,2011,,,,ec63b433b,customer1536
155,60002150,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Bảo Lộc,LĐG,,,11,2011,,,,8746509c3,customer913
156,60002394,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Nha Trang,KHA,,,6,2013,,,,400a0cb02,customer1388
157,60002422,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Đà Lạt,LĐG,,,8,2013,,,,7371cc2e5,customer1366
158,60002545,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Quy Nhơn,BĐH,,,4,2014,,,,831f102b7,customer1173
159,60002690,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Nha Trang,KHA,,,10,2014,,,,2109dc9e0,customer933
160,60002843,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMTR-TN,Tx. An Nhơn,BĐH,,,6,2015,,,,a5fa7b34b,customer1164
161,60002849,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Gia Nghĩa,ĐNO,,,6,2015,,,,98211ca8a,customer651
162,60003063,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Nha Trang,KHA,,,7,2016,1,2020,,5b0e39a90,customer1901
163,60003225,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Nha Trang,KHA,,,8,2017,1,2020,,148c1dee3,customer1081
164,60003257,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMTR-TN,H. Chư Sê,GLI,,,10,2017,,,,6e68394e5,customer221
165,60003270,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Kon Tum,KTM,,,10,2017,,,,b8b536487,customer664
166,60003530,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMTR-TN,Tx. Buôn Hồ,ĐLK,,,11,2018,,,,d9ba1dff5,customer2033
167,60003590,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 12,HCM,,,3,2019,,,,1ef2b590b,customer394
168,60003595,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Bình Tân,HCM,,,4,2019,,,,312fcadb4,customer1019
169,60003652,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Tp. Tây Ninh,TNH,,,10,2019,,,,fa47d5815,customer1906
170,60003653,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 12,HCM,,,10,2019,,,,cb4d2ae2b,customer1803
171,60003657,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Tân Bình,HCM,,,10,2019,,,,e211f6499,customer1728
172,60003658,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. Gò Vấp,HCM,,,10,2019,,,,8775de514,customer1563
173,60003659,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 10,HCM,,,10,2019,,,,28ae347ff,customer987
174,60003686,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,H. Tân Biên,TNH,,,12,2019,,,,d05b6a2c6,customer1762
175,60003687,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Tp. Thủ Đức,HCM,,,12,2019,,,,e0eec6cbb,customer938
176,60003691,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMN,H. Dương Minh Châu,TNH,,,12,2019,,,,ec12677fc,customer1944
177,60003641,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Long Biên,HNI,,,9,2019,,,,66b15a690,customer1554
178,60003642,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Hà Đông,HNI,,,9,2019,,,,07b00c751,customer1092
179,60003643,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Hà Đông,HNI,,,9,2019,,,,086319170,customer318
180,60003644,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Hoàng Mai,HNI,,,9,2019,,,,911813a31,customer1253
181,60003656,B2B,ST,KVMB,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMB,Q. Hà Đông,HNI,,,10,2019,,,,004c2ae83,customer1021
182,60003560,B2B,ST,KVMTR,Cấp 1,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Q. Sơn Trà,ĐNG,,,1,2019,,,,04cdd95b1,customer1970
183,60003685,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Long Xuyên,AGG,,,12,2019,,,,192b7241c,customer1039
184,60003689,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nông thôn,CNMTR-TN,H. Cư M'gar,ĐLK,,,12,2019,,,,5e5436b48,customer682
185,60002760,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 12,HCM,,,3,2015,,,,88176a5dd,customer635
186,60003295,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 10,HCM,,,12,2017,1,2018,,ca045a845,customer370
187,60003741,B2B,ST,KVMN,Cấp TW,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Q. 8,HCM,,,7,2020,,,,7053d8eae,customer896
188,60003697,B2B,ST,KVMTR,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Quảng Ngãi,QNI,,,2,2020,,,,67672878e,customer1685
189,60003695,B2B,ST,KVMT,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMT,Tp. Trà Vinh,TVH,,,2,2020,,,,faf175d29,customer1238
190,60003715,B2B,ST,KVTN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMTR-TN,Tp. Buôn Ma Thuột,ĐLK,,,5,2020,,,,16fc52fad,customer1515
191,60003790,B2B,ST,KVMN,Cấp 2,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Nội thành,CNMN,Tp. Bến Tre,BTE,,,9,2020,,,,14490e9cc,customer1558
192,60000544,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,8,2010,Closed,Closed,,dd72820f6,customer1518
193,60001398,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,12,2010,Closed,Closed,,7c8c23cf7,customer677
194,60001408,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,12,2010,Closed,Closed,,ef5905ec6,customer302
195,60002205,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,3,2012,Closed,Closed,,7ba4d4651,customer1715
196,60002222,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,5,2012,Closed,Closed,,bbd50f365,customer811
197,60002473,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,12,2013,Closed,Closed,,9f4030ead,customer1251
198,60002164,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,12,2011,Closed,Closed,,74e50f22d,customer985
199,60002470,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,12,2013,Closed,Closed,,20a1ea7dc,customer1001
200,60002685,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,10,2014,Closed,Closed,,1e80f5702,customer1977
201,60002844,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,6,2015,Closed,Closed,,7b60a2429,customer964
202,60001411,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMT,Closed,Closed,,,12,2010,Closed,Closed,,8e82fb95f,customer1212
203,60001392,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMTR-TN,Closed,Closed,,,11,2010,Closed,Closed,,b3ca5def1,customer1056
204,60000009,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,8,2010,Closed,Closed,,cfd274af6,customer917
205,60002836,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,5,2015,Closed,Closed,,bff5003c1,customer242
206,60002740,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,12,2014,1,2020,,71891d074,customer471
207,60002410,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,7,2013,Closed,Closed,,13da6fbb0,customer1050
208,60002555,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2014,1,2020,,4e38cc06e,customer1774
209,60002558,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2014,1,2020,,2e24a7bc6,customer1854
210,60002646,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,8,2014,1,2020,,ed674cfd1,customer439
211,60002837,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,5,2015,1,2020,,d6d51c627,customer335
212,60002838,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,5,2015,1,2020,,a298cb708,customer974
213,60002839,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,5,2015,1,2020,,0ad6eb929,customer1275
214,60002847,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,6,2015,1,2020,,c1ff37264,customer1540
215,60003032,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2016,1,2020,,5a334ca9d,customer258
216,60003054,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,6,2016,1,2020,,aa1776a3a,customer693
217,60003174,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2017,1,2020,,8bc3575d1,customer642
218,60003186,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2017,1,2020,,363f3273f,customer317
219,60002562,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2014,1,2020,,7f265ab1a,customer1600
220,60002846,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMTR-TN,Closed,Closed,,,5,2015,1,2020,,721ddd77b,customer284
221,60003190,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2017,1,2020,,965fe3394,customer951
222,60003261,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMT,Closed,Closed,,,9,2017,1,2020,,84d0ad1c6,customer946
223,60003025,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,4,2016,1,2020,,77fc77182,customer1972
224,60002899,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,7,2015,1,2020,,ce32dbe83,customer591
225,60002905,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,7,2015,1,2020,,5e86055f8,customer1599
226,60002916,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,9,2015,1,2017,,8bf496040,customer1659
227,60002917,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,9,2015,1,2017,,605300028,customer1426
228,60002920,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,9,2015,1,2017,,4ab40a6f5,customer224
229,60002928,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMTR-TN,Closed,Closed,,,10,2015,1,2020,,ad46ad110,customer331
230,60002946,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,11,2015,1,2017,,863c46e3b,customer1302
231,60002947,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,11,2015,1,2017,,63c8d9d98,customer1135
232,60002950,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMT,Closed,Closed,,,11,2015,1,2017,,cb0801251,customer1535
233,60002951,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,12,2015,1,2020,,89594ad12,customer1530
234,60002965,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,12,2015,1,2017,,108138c68,customer1394
235,60002973,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,1,2016,1,2017,,209bc587b,customer881
236,60003000,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,3,2016,1,2020,,055488b0b,customer827
237,60003014,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMT,Closed,Closed,,,10,2016,1,2017,,de892d68f,customer1060
238,60003044,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,6,2016,1,2017,,1e73d4bfb,customer230
239,60003045,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,6,2016,1,2020,,ae36b0f03,customer268
240,60003083,B2B,ST,KVTN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMTR-TN,Closed,Closed,,,9,2016,1,2020,,11179f8b5,customer2026
241,60003086,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,8,2016,1,2020,,e3ab9346c,customer1772
242,60003087,B2B,ST,KVMN,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMN,Closed,Closed,,,8,2016,1,2020,,55c07679d,customer661
243,60003811,B2B,ST,KVMB,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMB,Closed,Closed,,,11,2020,Closed,Closed,,ddd3a6162,customer899
244,60003817,B2B,ST,KVMT,Còn lại,Cửa hàng của các siêu thị,Mua đứt bán đoạn,,Siêu thị,Khác,CNMT,Closed,Closed,,,12,2020,Closed,Closed,,7e23ab8bc,customer1356
245,40000119,B2B,TGPP,KVMN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMN,Closed,Closed,,,9,2013,Closed,Closed,,12030e7f0,customer1907
246,40000139,B2B,TGPP,KVMN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMN,Closed,Closed,,,9,2013,,,,fe2fe8c26,customer1328
247,60000013,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Q. 7,HCM,,,8,2010,8,2021,,e38bc636d,customer14
248,60000014,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Tp. Thủ Đức,HCM,,,8,2010,Closed,2021,,01830be3a,customer1154
249,60000016,B2B,TGPP,KVMN,Cấp TW,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Q. 6,HCM,,,8,2010,closed,2020,,563707642,customer1663
250,60000021,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Q. Gò Vấp,HCM,,,11,2010,closed,,,f70a581b8,customer1868
251,60000025,B2B,TGPP,KVMN,Cấp TW,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Q. Gò Vấp,HCM,,,8,2010,closed,,,2b740cbb3,customer1676
252,60000027,B2B,TGPP,KVMN,Cấp TW,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMN,Q. Bình Thạnh,HCM,,,8,2010,,,,10f5a68bc,customer1749
